user_id,age,subscription_plan,monthly_watch_time_mins,country,favorite_genre,last_login_date,customer_support_tickets
11644,36.0,Premium,369.0,Uruguay,Thriller,2021-01-19,0
11645,28.0,Basico,209.2,Uruguay,Romance,2022-12-20,0
11646,47.0,Basico,760.5,Uruguay,Comedia,2025-06-04,1
11647,14.0,Estandar,595.2,Uruguay,Thriller,2022-10-03,3
11648,30.0,Estandar,466.2,Argentina,Sin especificar,2023-06-13,0
11649,33.0,Premium,1208.3,Peru,Drama,2024-10-22,1
11650,32.0,Estandar,1076.4,Chile,Crimen,2022-12-16,1
11651,59.0,Basico,126.0,Chile,Accion,2022-08-24,1
11652,33.0,Basico,579.7,Uruguay,Romance,2021-01-23,0
11653,39.0,Estandar,953.9,Peru,Romance,2020-01-06,1
11654,33.0,Premium,1026.0,Colombia,Comedia,2023-09-30,1
11655,26.0,Estandar,1087.1,Chile,Comedia,2019-04-12,1
11656,35.0,Premium,1212.4,Uruguay,Romance,2021-11-14,1
11657,31.0,Basico,130.3,Peru,Accion,2022-10-27,0
11658,55.0,Estandar,1249.5,Argentina,Comedia,2019-03-31,1
11659,23.0,Basico,350.1,Chile,Accion,2021-03-06,0
11660,42.0,Basico,403.7,Mexico,Drama,2025-08-09,0
11661,17.0,Premium,1591.1,Uruguay,Romance,2025-08-11,1
11662,41.0,Estandar,631.6,Mexico,Drama,2024-08-26,0
11663,39.0,Basico,365.3,Brasil,Documental,2023-06-17,0
11664,29.0,Estandar,973.6,Colombia,Comedia,2023-11-29,1
11665,22.0,Estandar,985.9,Brasil,Crimen,2025-06-25,1
11666,32.0,Basico,564.9,Brasil,Drama,1900-01-01,2
11667,30.0,Estandar,147.9,Argentina,Accion,2018-07-06,1
11668,30.0,Estandar,1025.6,Brasil,Thriller,2020-06-22,1
11669,34.0,Premium,1337.1,Mexico,Documental,2022-06-07,150
11670,22.0,Estandar,1262.3,Brasil,Crimen,2024-09-20,2
11671,19.0,Basico,809.5,Brasil,Drama,2018-08-13,1
11672,33.0,Estandar,862.2,Peru,Comedia,2018-02-01,0
11673,27.0,Estandar,574.3,Uruguay,Crimen,2020-04-17,0
11674,33.0,Basico,305.0,Peru,Documental,2021-05-19,1
11675,45.0,Estandar,1158.7,Uruguay,Comedia,2020-05-15,0
11676,35.0,Basico,1241.2,Brasil,Drama,2019-07-17,0
11677,50.0,Basico,624.3,Peru,Accion,2020-11-12,0
11678,49.0,Estandar,714.1,Brasil,Accion,2021-03-31,0
11679,38.0,Estandar,590.1,Peru,Accion,2021-09-05,1
11680,13.0,Basico,415.2,Colombia,Thriller,2019-05-07,3
11681,34.0,Basico,234.2,Argentina,Sin especificar,2018-02-01,0
11682,35.0,Basico,1073.0,Chile,Comedia,2023-07-31,1
11683,39.0,Basico,468.9,Mexico,Crimen,2022-10-30,1
11684,31.0,Basico,749.5,Uruguay,Accion,2019-12-21,1
11685,30.0,Basico,594.4,Chile,Crimen,2019-06-14,0
11686,33.0,Estandar,1185.4,Argentina,Drama,2022-04-07,0
11687,29.0,Basico,450.4,Peru,Drama,2023-12-22,1
11688,13.0,Basico,534.0,Peru,Crimen,2025-11-22,1
11689,36.0,Premium,1096.6,Uruguay,Thriller,2020-07-31,0
11690,63.0,Basico,515.1,Chile,Accion,2023-08-12,1
11691,13.0,Basico,367.1,Peru,Comedia,2024-04-07,1
11692,42.0,Basico,14.9,Brasil,Romance,2025-06-29,0
11693,46.0,Estandar,936.9,Brasil,Comedia,2021-12-21,0
11694,35.0,Premium,1136.4,Chile,Documental,2018-10-23,1
11695,18.0,Estandar,593.4,Uruguay,Thriller,2022-06-15,0
11696,30.0,Premium,780.9,Chile,Comedia,2018-06-23,0
11697,39.0,Premium,1238.8,Colombia,Comedia,2022-11-22,1
11698,25.0,Basico,688.0,Mexico,Documental,2018-03-18,0
11699,47.0,Basico,219.1,Colombia,Drama,2023-02-27,1
11700,53.0,Premium,876.2,Peru,Documental,2018-11-15,1
11701,22.0,Estandar,1021.7,Peru,Romance,2021-07-06,1
11702,36.0,Premium,1444.0,Argentina,Comedia,2024-06-16,1
11703,20.0,Premium,1194.9,Colombia,Documental,2022-10-25,1
11704,39.0,Basico,442.2,Peru,Comedia,2024-06-06,1
11705,35.0,Basico,522.9,Peru,Comedia,2022-07-15,0
11706,27.0,Estandar,917.3,Brasil,Comedia,2025-12-16,1
11707,37.0,Estandar,677.1,Argentina,Romance,2025-03-07,0
11708,24.0,Basico,499.0,Colombia,Accion,2022-09-07,1
11709,30.0,Basico,715.1,Argentina,Comedia,2021-03-31,1
11710,52.0,Basico,532.4,Argentina,Comedia,2019-04-17,1
11711,20.0,Basico,1249.7,Brasil,Comedia,1900-01-01,2
11712,37.0,Basico,652.5,Chile,Comedia,2029-01-01,0
11713,35.0,Estandar,178.1,Brasil,Thriller,2021-08-23,2
11714,53.0,Basico,653.4,Peru,Thriller,2019-12-05,0
11715,37.0,Basico,0.0,Colombia,Thriller,2024-12-06,1
11716,36.0,Estandar,736.9,Peru,Drama,2023-02-28,1
11717,36.0,Premium,682.8,Colombia,Crimen,2025-09-25,2
11718,38.0,Basico,700.4,Colombia,Documental,2022-01-22,0
11719,35.0,Basico,1017.7,Argentina,Documental,2018-12-27,-1
11720,33.0,Estandar,704.3,Brasil,Thriller,2022-11-24,0
11721,51.0,Basico,136.4,Mexico,Accion,2019-03-10,1
11722,34.0,Basico,848.4,Chile,Documental,2020-09-23,0
11723,41.0,Basico,1144.0,Chile,Comedia,2022-11-20,4
11724,42.0,Basico,322.8,Argentina,Comedia,2024-08-09,0
11725,28.0,Estandar,760.5,Peru,Comedia,2022-06-29,0
11726,20.0,Estandar,988.4,Chile,Crimen,2023-11-17,1
11727,44.0,Basico,605.3,Chile,Accion,2018-11-19,1
11728,33.0,Basico,80.6,Peru,Drama,2022-06-10,3
11729,59.0,Premium,760.5,Brasil,Drama,2021-06-24,0
11730,39.0,Estandar,935.6,Colombia,Comedia,2021-10-22,2
11731,19.0,Estandar,1153.7,Chile,Accion,2020-06-26,0
11732,40.0,Basico,151.6,Colombia,Romance,2021-09-26,1
11733,42.0,Basico,543.9,Brasil,Crimen,2019-11-20,2
11734,34.0,Basico,572.0,Peru,Thriller,2018-11-09,0
11735,39.0,Estandar,612.7,Brasil,Romance,2023-09-22,0
11736,42.0,Basico,511.4,Brasil,Comedia,2025-02-06,0
11737,57.0,Basico,529.8,Chile,Crimen,2019-04-13,1
11738,18.0,Basico,1070.7,Argentina,Romance,2023-12-14,2
11739,13.0,Estandar,161.8,Mexico,Accion,2023-09-20,0
11740,33.0,Basico,578.1,Mexico,Crimen,2020-03-05,1
11741,18.0,Premium,760.5,Argentina,Documental,2021-12-02,3
11742,43.0,Basico,467.7,Mexico,Drama,2021-12-09,1
11743,40.0,Basico,74.4,Brasil,Accion,1900-01-01,2
11744,43.0,Estandar,1097.3,Peru,Romance,2019-08-28,1
11745,39.0,Premium,889.0,Brasil,Comedia,2020-08-25,0
11746,27.0,Estandar,891.2,Mexico,Sin especificar,2019-02-26,1
11747,40.0,Basico,419.7,Peru,Drama,2019-08-23,1
11748,13.0,Basico,218.6,Uruguay,Comedia,1900-01-01,2
11749,37.0,Premium,1111.5,Colombia,Crimen,2020-03-19,2
11750,40.0,Estandar,1085.7,Peru,Crimen,2019-12-12,2
11751,22.0,Estandar,972.4,Colombia,Accion,2024-10-03,1
11752,40.0,Basico,621.4,Uruguay,Comedia,2019-09-19,1
11753,52.0,Premium,1330.7,Chile,Thriller,2025-05-08,0
11754,29.0,Premium,1440.0,Mexico,Thriller,2018-11-05,0
11755,37.0,Basico,476.9,Argentina,Thriller,2019-12-27,0
11756,49.0,Basico,685.0,Peru,Documental,2025-01-16,2
11757,29.0,Estandar,1323.4,Colombia,Documental,2023-07-17,0
11758,27.0,Premium,1663.4,Brasil,Drama,2023-03-16,2
11759,30.0,Premium,760.5,Argentina,Accion,2024-04-28,1
11760,25.0,Basico,353.5,Argentina,Comedia,2024-07-01,1
11761,32.0,Basico,0.0,Uruguay,Accion,2023-01-13,1
11762,48.0,Estandar,1358.3,Uruguay,Romance,2025-08-21,2
11763,20.0,Estandar,897.8,Chile,Drama,2024-05-01,99
11764,37.0,Basico,917.4,Colombia,Drama,2025-03-18,1
11765,31.0,Basico,237.4,Argentina,Drama,2025-02-15,0
11766,39.0,Basico,481.5,Chile,Thriller,2025-01-02,1
11767,49.0,Basico,586.9,Argentina,Crimen,2021-08-16,1
11768,17.0,Estandar,814.3,Peru,Crimen,2025-01-13,1
11769,13.0,Premium,760.5,Uruguay,Accion,2021-07-18,99
11770,15.0,Basico,628.5,Colombia,Documental,2019-09-11,1
11771,39.0,Basico,188.8,Brasil,Thriller,2022-12-07,1
11772,13.0,Premium,929.1,Peru,Drama,2018-10-07,0
11773,36.0,Basico,326.6,Chile,Romance,2023-04-05,0
11774,38.0,Basico,297.8,Mexico,Comedia,2022-12-17,1
11775,35.0,Basico,966.4,Brasil,Drama,2025-01-30,1
11776,38.0,Basico,922.2,Colombia,Crimen,2021-05-25,1
11777,13.0,Basico,212.6,Brasil,Thriller,2021-01-30,2
11778,50.0,Estandar,720.7,Uruguay,Accion,2024-08-19,0
11779,15.0,Premium,934.9,Argentina,Drama,2018-08-19,2
11780,48.0,Premium,1199.8,Argentina,Comedia,2021-12-12,0
11781,30.0,Estandar,814.4,Colombia,Romance,2023-09-10,0
11782,42.0,Basico,991.0,Uruguay,Crimen,2018-10-31,2
11783,35.0,Estandar,616.7,Mexico,Romance,2021-06-25,1
11784,26.0,Basico,927.4,Chile,Thriller,2023-03-07,1
11785,24.0,Estandar,1241.7,Peru,Comedia,2023-01-26,0
11786,13.0,Estandar,736.1,Brasil,Documental,2018-06-04,0
11787,36.0,Estandar,1193.7,Argentina,Crimen,2018-08-22,1
11788,15.0,Basico,593.3,Uruguay,Romance,2022-02-19,0
11789,24.0,Basico,437.6,Colombia,Thriller,2021-03-21,0
11790,46.0,Basico,0.0,Peru,Crimen,2018-11-11,1
11791,24.0,Basico,993.2,Colombia,Documental,2025-03-25,0
11792,35.0,Basico,747.1,Mexico,Thriller,2019-01-05,1
11793,49.0,Estandar,598.5,Peru,Sin especificar,2024-11-24,0
11794,34.0,Estandar,1209.8,Brasil,Crimen,2024-08-30,0
11795,50.0,Estandar,821.3,Mexico,Comedia,2023-09-08,0
11796,21.0,Premium,1427.8,Peru,Drama,1900-01-01,2
11797,26.0,Basico,923.9,Mexico,Sin especificar,2023-03-11,0
11798,31.0,Basico,656.9,Argentina,Documental,2024-07-05,0
11799,31.0,Basico,694.6,Peru,Romance,2024-03-20,1
11800,32.0,Basico,1065.3,Chile,Comedia,2018-06-18,0
11801,39.0,Basico,296.8,Brasil,Thriller,2023-01-17,2
11802,35.0,Estandar,808.1,Peru,Documental,2024-05-30,1
11803,40.0,Estandar,104.3,Chile,Documental,2025-04-23,0
11804,34.0,Premium,382.6,Brasil,Thriller,2020-02-11,0
11805,50.0,Basico,489.9,Peru,Crimen,2021-08-09,2
11806,33.0,Estandar,798.3,Argentina,Documental,2024-10-14,0
11807,16.0,Basico,0.0,Mexico,Drama,2023-05-03,1
11808,41.0,Basico,304.9,Mexico,Drama,2023-08-16,0
11809,29.0,Basico,625.4,Chile,Drama,2019-09-10,0
11810,42.0,Premium,1017.5,Peru,Romance,2018-09-11,0
11811,33.0,Premium,1127.2,Brasil,Thriller,1900-01-01,2
11812,18.0,Basico,938.9,Uruguay,Comedia,2019-02-28,0
11813,24.0,Basico,349.2,Uruguay,Accion,2021-11-07,1
11814,44.0,Basico,138.8,Brasil,Crimen,1900-01-01,1
11815,43.0,Basico,801.7,Uruguay,Comedia,2023-08-29,1
11816,36.0,Basico,958.1,Mexico,Comedia,2025-03-31,1
11817,40.0,Premium,1241.3,Brasil,Comedia,2019-12-08,3
11818,39.0,Basico,1005.8,Uruguay,Drama,2018-06-10,0
11819,52.0,Estandar,713.2,Argentina,Drama,2020-10-11,1
11820,24.0,Premium,1160.4,Mexico,Documental,2025-12-08,1
11821,49.0,Premium,1466.9,Uruguay,Drama,2022-11-29,1
11822,33.0,Basico,201.5,Brasil,Drama,2022-12-05,3
11823,44.0,Estandar,1133.6,Colombia,Thriller,2023-11-17,0
11824,39.0,Estandar,1142.4,Mexico,Documental,2023-11-12,1
11825,36.0,Premium,991.1,Argentina,Drama,2024-11-02,0
11826,45.0,Premium,758.3,Colombia,Romance,2019-10-13,1
11827,45.0,Premium,1488.3,Peru,Sin especificar,2022-01-30,1
11828,49.0,Basico,627.2,Argentina,Crimen,2022-03-08,1
11829,32.0,Estandar,575.1,Peru,Romance,2021-03-04,1
11830,40.0,Basico,490.1,Peru,Romance,2022-05-06,1
11831,34.0,Estandar,856.8,Chile,Romance,2022-08-02,2
11832,45.0,Estandar,922.0,Peru,Documental,1900-01-01,2
11833,38.0,Basico,1044.6,Colombia,Thriller,2025-08-12,1
11834,47.0,Estandar,986.7,Brasil,Drama,2024-09-14,1
11835,51.0,Premium,1602.4,Mexico,Drama,2018-08-03,0
11836,47.0,Premium,1287.2,Argentina,Drama,2025-01-28,0
11837,45.0,Estandar,968.2,Uruguay,Thriller,2025-04-05,0
11838,30.0,Basico,407.5,Colombia,Comedia,2021-10-02,0
11839,29.0,Basico,600.3,Peru,Drama,2018-09-27,0
11840,29.0,Premium,1093.0,Uruguay,Romance,2021-09-12,0
11841,24.0,Estandar,1408.9,Mexico,Documental,2019-01-23,1
11842,31.0,Premium,1140.0,Brasil,Documental,2024-04-04,0
11843,38.0,Basico,760.5,Argentina,Accion,2025-08-10,1
11844,33.0,Basico,421.6,Mexico,Drama,2022-05-03,1
11845,29.0,Basico,195.2,Uruguay,Comedia,2021-03-09,0
11846,33.0,Basico,259.7,Mexico,Drama,2020-10-29,0
11847,25.0,Basico,979.0,Mexico,Crimen,2025-05-13,0
11848,28.0,Basico,843.4,Brasil,Romance,2024-10-04,3
11849,36.0,Estandar,409.4,Peru,Thriller,2019-09-08,0
11850,44.0,Basico,284.4,Chile,Romance,2021-09-27,0
11851,21.0,Premium,1272.1,Colombia,Drama,2018-11-30,1
11852,25.0,Basico,410.8,Uruguay,Documental,2024-07-14,0
11853,51.0,Basico,0.0,Brasil,Drama,1900-01-01,2
11854,38.0,Basico,496.7,Colombia,Thriller,2019-08-03,0
11855,43.0,Estandar,615.7,Argentina,Drama,2021-12-03,0
11856,32.0,Premium,1492.7,Mexico,Drama,2021-06-24,0
11857,40.0,Basico,150.1,Mexico,Crimen,2025-05-11,0
11858,32.0,Estandar,628.4,Peru,Crimen,2025-10-31,1
11859,13.0,Basico,1218.9,Peru,Drama,2025-06-05,0
11860,37.0,Premium,760.5,Mexico,Thriller,2022-05-25,2
11861,40.0,Estandar,483.6,Mexico,Documental,2019-06-13,0
11862,51.0,Premium,1376.3,Mexico,Drama,2024-09-03,0
11863,37.0,Estandar,592.4,Colombia,Comedia,2025-12-13,1
11864,14.0,Basico,31.2,Mexico,Accion,2018-12-14,1
11865,29.0,Basico,460.5,Argentina,Comedia,2021-06-22,1
11866,58.0,Premium,1437.6,Brasil,Romance,2024-04-08,0
11867,32.0,Premium,627.3,Uruguay,Accion,2022-03-23,1
11868,39.0,Estandar,1321.2,Peru,Accion,2025-03-20,0
11869,31.0,Estandar,720.5,Brasil,Crimen,2021-09-07,1
11870,22.0,Basico,287.8,Peru,Documental,2019-06-08,1
11871,36.0,Estandar,801.4,Peru,Crimen,2025-07-07,0
11872,55.0,Basico,338.1,Colombia,Drama,2025-11-18,0
11873,41.0,Basico,649.8,Chile,Documental,2025-09-08,0
11874,44.0,Basico,373.9,Peru,Comedia,2023-11-27,1
11875,61.0,Basico,315.2,Chile,Comedia,2019-01-18,0
11876,33.0,Estandar,592.9,Chile,Crimen,2025-03-31,0
11877,37.0,Premium,1492.7,Chile,Comedia,2025-07-09,0
11878,59.0,Basico,428.2,Argentina,Drama,1900-01-01,2
11879,26.0,Basico,750.1,Chile,Romance,2023-09-14,2
11880,41.0,Basico,509.2,Colombia,Crimen,2022-01-22,1
11881,27.0,Basico,452.6,Peru,Accion,2018-03-16,2
11882,13.0,Estandar,427.2,Argentina,Romance,2022-01-25,0
11883,35.0,Basico,860.7,Argentina,Documental,2021-06-19,2
11884,13.0,Estandar,989.0,Chile,Accion,2020-01-09,2
11885,50.0,Basico,478.1,Brasil,Comedia,2020-05-27,2
11886,42.0,Basico,847.4,Chile,Sin especificar,2021-10-31,2
11887,40.0,Basico,1164.9,Peru,Drama,2023-06-15,1
11888,20.0,Estandar,361.7,Uruguay,Drama,2020-02-26,0
11889,29.0,Basico,861.7,Mexico,Thriller,2020-07-16,0
11890,53.0,Estandar,1303.4,Chile,Thriller,2019-07-18,0
11891,32.0,Premium,1079.6,Argentina,Documental,2019-09-27,2
11892,39.0,Basico,967.6,Colombia,Thriller,2018-11-13,1
11893,33.0,Estandar,940.0,Peru,Thriller,2021-04-26,1
11894,32.0,Estandar,727.6,Colombia,Accion,2019-02-19,0
11895,35.0,Estandar,884.5,Peru,Documental,2023-09-11,0
11896,44.0,Premium,760.5,Uruguay,Thriller,2024-01-20,2
11897,44.0,Basico,463.5,Brasil,Crimen,2023-11-27,1
11898,13.0,Premium,1099.5,Brasil,Documental,2018-06-04,1
11899,42.0,Basico,623.2,Uruguay,Drama,2025-06-04,0
11900,35.0,Premium,1183.4,Colombia,Crimen,2021-10-11,1
11901,23.0,Premium,413.0,Chile,Drama,2024-12-06,2
11902,26.0,Basico,611.7,Mexico,Romance,2019-06-21,1
11903,35.0,Premium,1157.7,Uruguay,Drama,2024-09-12,0
11904,51.0,Basico,550.8,Argentina,Crimen,2022-03-24,3
11905,23.0,Basico,655.8,Uruguay,Drama,2019-09-24,2
11906,41.0,Estandar,869.6,Chile,Documental,2019-10-27,1
11907,51.0,Basico,511.5,Uruguay,Thriller,2020-01-11,0
11908,33.0,Basico,286.8,Argentina,Drama,2025-10-08,0
11909,19.0,Premium,1228.6,Chile,Sin especificar,2025-01-02,2
11910,31.0,Estandar,722.2,Argentina,Thriller,2019-11-10,1
11911,38.0,Estandar,903.1,Uruguay,Drama,2022-11-28,1
11912,20.0,Estandar,953.4,Chile,Crimen,2018-06-28,1
11913,38.0,Basico,0.0,Mexico,Documental,2022-08-10,1
11914,14.0,Basico,700.2,Uruguay,Comedia,2022-02-01,0
11915,45.0,Estandar,1206.6,Brasil,Crimen,2025-08-02,2
11916,14.0,Estandar,1496.5,Peru,Comedia,2020-08-30,2
11917,32.0,Basico,331.6,Uruguay,Romance,2022-12-25,1
11918,27.0,Premium,925.4,Chile,Thriller,2024-11-05,1
11919,35.0,Estandar,850.6,Chile,Thriller,1900-01-01,2
11920,27.0,Basico,841.3,Colombia,Drama,2023-01-13,1
11921,23.0,Estandar,677.2,Peru,Accion,2020-08-16,1
11922,13.0,Basico,894.8,Uruguay,Thriller,2023-12-28,1
11923,38.0,Estandar,760.5,Colombia,Thriller,2020-09-06,0
11924,26.0,Estandar,817.2,Peru,Comedia,2021-06-21,0
11925,32.0,Estandar,840.7,Mexico,Accion,2023-04-06,0
11926,41.0,Basico,732.2,Chile,Comedia,2020-03-05,0
11927,40.0,Estandar,1507.3,Uruguay,Documental,2022-02-15,1
11928,40.0,Basico,206.6,Peru,Accion,2025-08-10,2
11929,29.0,Premium,1413.1,Argentina,Documental,2024-05-25,1
11930,19.0,Premium,352.1,Peru,Romance,2022-12-10,1
11931,39.0,Basico,868.1,Peru,Crimen,2023-03-07,1
11932,27.0,Estandar,684.3,Chile,Documental,2021-02-28,0
11933,37.0,Estandar,491.8,Peru,Crimen,2022-04-14,0
11934,41.0,Basico,516.7,Colombia,Comedia,2023-08-22,0
11935,33.0,Estandar,1152.9,Uruguay,Romance,2023-12-01,1
11936,45.0,Estandar,447.4,Colombia,Comedia,2022-09-11,1
11937,36.0,Estandar,1159.7,Brasil,Romance,1900-01-01,2
11938,42.0,Basico,837.6,Peru,Accion,2020-03-28,0
11939,13.0,Basico,885.0,Mexico,Documental,2024-10-12,0
11940,46.0,Premium,1030.7,Mexico,Crimen,2019-07-21,0
11941,41.0,Estandar,964.3,Brasil,Romance,2020-10-21,0
11942,27.0,Estandar,1426.5,Uruguay,Drama,2018-08-02,-1
11943,13.0,Basico,0.0,Chile,Drama,2025-03-11,1
11944,30.0,Basico,723.0,Colombia,Sin especificar,2023-05-23,2
11945,37.0,Premium,760.5,Uruguay,Thriller,2022-03-01,1
11946,26.0,Basico,1070.2,Peru,Drama,2024-03-21,1
11947,31.0,Basico,412.9,Brasil,Thriller,2019-02-25,1
11948,42.0,Premium,861.9,Peru,Crimen,2025-12-23,1
11949,47.0,Premium,1390.5,Argentina,Crimen,2023-10-15,0
11950,33.0,Estandar,688.8,Chile,Thriller,2019-05-26,0
11951,29.0,Basico,0.0,Mexico,Thriller,2021-03-13,1
11952,51.0,Basico,611.3,Colombia,Romance,2018-12-10,1
11953,13.0,Premium,924.3,Argentina,Crimen,2019-10-19,0
11954,36.0,Basico,277.8,Colombia,Comedia,2021-01-22,1
11955,43.0,Basico,818.3,Brasil,Documental,2023-01-15,1
11956,35.0,Premium,679.4,Mexico,Accion,2023-10-04,1
11957,22.0,Premium,1389.8,Uruguay,Drama,2019-08-27,1
11958,26.0,Basico,417.6,Uruguay,Sin especificar,2022-11-27,1
11959,41.0,Estandar,655.5,Mexico,Documental,2019-01-11,1
11960,30.0,Estandar,749.9,Peru,Crimen,2020-06-28,0
11961,44.0,Basico,869.3,Argentina,Crimen,2023-01-22,0
11962,39.0,Premium,760.5,Chile,Drama,2021-12-02,1
11963,25.0,Estandar,499.3,Chile,Drama,2018-04-20,0
11964,15.0,Estandar,790.1,Mexico,Crimen,2022-08-27,2
11965,17.0,Premium,1133.2,Chile,Accion,2018-08-07,0
11966,25.0,Basico,724.5,Peru,Drama,2022-06-12,0
11967,45.0,Basico,696.9,Chile,Crimen,2023-08-19,0
11968,23.0,Estandar,707.7,Brasil,Crimen,2022-03-12,2
11969,41.0,Basico,606.2,Chile,Documental,2020-08-23,1
11970,28.0,Estandar,485.5,Chile,Comedia,2022-05-01,0
11971,34.0,Estandar,875.0,Chile,Accion,2018-12-01,1
11972,37.0,Estandar,329.7,Mexico,Romance,2022-03-16,1
11973,17.0,Basico,251.1,Brasil,Accion,2020-07-08,1
11974,58.0,Basico,479.0,Argentina,Drama,2018-04-26,0
11975,30.0,Premium,1189.5,Peru,Documental,2021-07-29,0
11976,31.0,Estandar,202.0,Brasil,Comedia,2019-02-10,0
11977,36.0,Premium,349.1,Peru,Crimen,2025-04-16,1
11978,29.0,Estandar,427.1,Argentina,Accion,2021-10-05,2
11979,23.0,Basico,462.4,Brasil,Documental,2019-08-22,0
11980,13.0,Estandar,625.8,Mexico,Accion,2019-07-18,0
11981,26.0,Premium,885.9,Peru,Documental,2018-06-06,1
11982,13.0,Premium,1024.2,Brasil,Romance,2021-03-21,0
11983,15.0,Basico,579.9,Uruguay,Drama,2023-04-20,1
11984,33.0,Estandar,662.3,Mexico,Drama,2025-10-22,0
11985,37.0,Estandar,817.3,Mexico,Documental,2019-07-23,1
11986,21.0,Estandar,685.8,Peru,Documental,2025-11-29,2
11987,57.0,Estandar,512.6,Peru,Comedia,2023-04-06,0
11988,42.0,Estandar,1048.0,Uruguay,Drama,2023-01-12,0
11989,31.0,Basico,347.9,Colombia,Documental,2024-11-25,0
11990,13.0,Estandar,1303.1,Uruguay,Documental,2018-01-22,0
11991,46.0,Premium,1144.3,Chile,Sin especificar,2018-11-21,1
11992,37.0,Estandar,1179.7,Argentina,Comedia,2018-03-19,2
11993,13.0,Estandar,848.8,Colombia,Accion,2020-11-14,1
11994,29.0,Premium,701.0,Peru,Thriller,2020-06-02,0
11995,44.0,Estandar,0.0,Argentina,Drama,2019-09-05,2
11996,31.0,Basico,425.6,Brasil,Accion,2024-02-26,0
11997,45.0,Estandar,872.3,Uruguay,Drama,2024-10-29,1
11998,42.0,Basico,1107.4,Brasil,Thriller,2023-12-02,0
11999,29.0,Basico,318.7,Peru,Comedia,2022-09-30,0
12000,40.0,Estandar,1379.3,Peru,Crimen,2019-04-01,0
12001,28.0,Basico,715.0,Peru,Romance,2021-03-26,0
12002,43.0,Basico,1002.9,Argentina,Drama,1900-01-01,2
12003,40.0,Basico,304.1,Uruguay,Romance,2021-05-18,0
12004,31.0,Premium,1347.1,Uruguay,Comedia,2019-05-15,0
12005,28.0,Premium,1139.5,Mexico,Accion,2018-07-15,0
12006,33.0,Premium,871.4,Chile,Thriller,1900-01-01,2
12007,49.0,Premium,1313.3,Chile,Accion,2022-09-16,3
12008,37.0,Estandar,439.2,Uruguay,Accion,2025-03-02,0
12009,35.0,Premium,1275.3,Colombia,Romance,2024-12-26,0
12010,49.0,Estandar,936.1,Peru,Accion,2023-02-16,1
12011,14.0,Premium,1010.0,Peru,Drama,2018-09-15,1
12012,13.0,Basico,476.4,Peru,Drama,2019-03-31,1
12013,29.0,Estandar,1402.7,Mexico,Thriller,2023-08-10,1
12014,38.0,Basico,432.4,Colombia,Sin especificar,2024-09-10,1
12015,35.0,Basico,382.8,Peru,Documental,2024-01-05,1
12016,26.0,Basico,842.9,Argentina,Comedia,2018-03-09,0
12017,31.0,Basico,586.7,Brasil,Crimen,2025-02-01,0
12018,31.0,Estandar,940.0,Uruguay,Crimen,2023-10-12,2
12019,24.0,Estandar,679.6,Peru,Accion,2024-06-13,0
12020,18.0,Basico,420.6,Brasil,Documental,2020-09-17,0
12021,28.0,Basico,0.0,Chile,Thriller,2019-08-12,0
12022,42.0,Estandar,1155.7,Peru,Accion,2021-04-08,2
12023,35.0,Basico,62.0,Argentina,Comedia,2022-10-25,1
12024,40.0,Basico,566.9,Peru,Romance,2018-01-07,0
12025,35.0,Basico,316.1,Peru,Thriller,2024-11-23,0
12026,55.0,Basico,729.4,Colombia,Comedia,2021-12-16,1
12027,44.0,Estandar,526.6,Peru,Crimen,2020-09-12,1
12028,13.0,Basico,0.0,Colombia,Documental,2024-05-26,0
12029,35.0,Estandar,864.0,Peru,Drama,2022-09-03,2
12030,24.0,Basico,508.9,Mexico,Comedia,2020-02-07,1
12031,50.0,Basico,857.5,Peru,Documental,2025-06-14,0
12032,29.0,Basico,506.7,Peru,Comedia,2025-06-30,1
12033,13.0,Basico,939.4,Argentina,Accion,2018-12-17,0
12034,33.0,Estandar,408.2,Brasil,Thriller,2023-11-15,-1
12035,45.0,Premium,545.6,Brasil,Crimen,2022-01-17,0
12036,32.0,Basico,760.5,Colombia,Romance,2018-10-05,0
12037,22.0,Basico,94.7,Brasil,Accion,2023-11-25,0
12038,39.0,Basico,336.0,Brasil,Drama,2024-02-07,0
12039,33.0,Basico,0.0,Mexico,Thriller,2023-09-10,0
12040,42.0,Basico,635.6,Mexico,Drama,2023-09-11,2
12041,16.0,Basico,527.8,Colombia,Comedia,2024-03-19,2
12042,40.0,Basico,17.2,Chile,Romance,1900-01-01,2
12043,23.0,Basico,765.0,Argentina,Drama,2022-05-19,3
12044,46.0,Estandar,1152.1,Colombia,Crimen,2023-04-10,0
12045,27.0,Estandar,760.5,Peru,Documental,2018-06-28,0
12046,25.0,Basico,279.4,Colombia,Comedia,2025-02-16,0
12047,41.0,Basico,311.1,Chile,Drama,2022-05-04,0
12048,43.0,Basico,196.0,Chile,Thriller,2022-03-10,1
12049,37.0,Basico,575.9,Peru,Comedia,2020-11-04,3
12050,18.0,Basico,73.0,Uruguay,Accion,2018-03-08,2
12051,53.0,Basico,682.8,Mexico,Documental,2022-01-02,1
12052,20.0,Premium,931.0,Peru,Comedia,2018-10-04,0
12053,16.0,Estandar,877.9,Brasil,Romance,2021-11-13,0
12054,23.0,Estandar,1027.5,Colombia,Thriller,2020-09-14,0
